Platform id,Platform name,Investment name,Sec id,Management type,Asset class,Investment type,Base currency,Management description,Growth proportion,Redemption period,Performance fee description,Investment description,Pds url,Fund manager,Fund issuer,Date requested,Date added,Backfill series ticker,Backfill series name,Entry fee,Exit fee,Management fee,Rebate,Total expense ratio,Admin fee,Action fee description,Requested by,Date removed,Exchange,Manager Full name,Manager Email,Manager Website,Manager Description,Issuer Full name,Issuer Email,Issuer Website,Issuer Description
S.US,SentinelOne Inc,SentinelOne Inc Class A,0P0001MRB1,Listed Securities,International equities,Stock,,,0.0,5,,"SentinelOne is a cybersecurity company listed on NYSE and based in Mountain View, California. The company uses machine learning for monitoring personal computers, IoT devices, and cloud workloads. The company's platform utilizes a heuristic model, specifically its patented behavioral AI.",https://investors.sentinelone.com/overview/default.aspx,,SentinelOne,2022-06-20 00:00:00,2022-07-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,adam@compoundwealth.co.nz,,,,,,,SentinelOne Inc,,,
SSO.US,ProShares Ultra S&P500 ETF,ProShares Ultra S&P500 ETF,FEUSA04AG6,Listed Securities,International equities,Exchange-Traded Fund,USD,Passive - Index (Leveraged),0.0,5,,"This leveraged ProShares ETF seeks a return that is 2x the return of its underlying benchmark, S&P 500, for a single day, as measured from one NAV calculation to the next.",https://www.proshares.com/our-etfs/leveraged-and-inverse/sso,ProShares,ProShares,2022-06-28 00:00:00,2022-10-01 00:00:00,,,,,0.0089,,0.0089,0,,adam@compoundwealth.co.nz,,,ProShares,,www.proshares.com/,,ProShares,,www.proshares.com/,
BITS.US,Global X Blockchain & Bitcoin Strategy ETF,Global X Blockchain & Bitcoin Strategy ETF,F00001CJ9S,Listed Securities,International equities,Exchange-Traded Fund,USD,Active - Self described,0.0,5,,"The Global X Blockchain & Bitcoin Strategy ETF (BITS) is an actively-managed fund that seeks to capture the long-term growth potential of the blockchain and digital assets theme. The Fund takes long positions in U.S. listed bitcoin futures contracts and invests, directly and/or indirectly, in companies positioned to benefit from the increased adoption of blockchain technology.",https://www.globalxetfs.com/explore/,Global X,Global X,2022-07-11 00:00:00,2022-10-01 00:00:00,BTC,Bitcoin,,,0.0065,,0.0065,,,adam@compoundwealth.co.nz,,Nasdaq Stock Market,Global X ETFS,info@globalxetfs.com,,,Global X ETFS,info@globalxetfs.com,,
BLOK.US,Amplify Transformational Data Sharing ETF,Amplify Transformational Data Sharing ETF,F00000ZP8S,Listed Securities,International equities,Exchange-Traded Fund,USD,Active - Self described,0.0,5,,BLOK is an actively managed ETF that seeks to provide total return by investing at least 80% of its net assets in equity securities of companies actively involved in the development and utilization of blockchain technologies.,https://amplifyetfs.com/blok/,Amplify ETFs,Amplify ETFs,2022-07-11 00:00:00,2022-10-01 00:00:00,XLK.US,Techûlogy Select Sector SPDR,,,0.0073,,0.0073,0,,adam@compoundwealth.co.nz,,,Amplify ETFs,,,,Amplify ETFs,,,
MDB.US,MongoDB Inc,MongoDB Inc,0P000167TT,Listed Securities,International equities,Stock,USD,,0.0,5,,"MongoDB is the developer data platform company empowering innovators to create, transform, and disrupt industries by unleashing the power of software and data. Headquartered in New York, MongoDB has more than 37,000 customers in over 100 countries. The MongoDB database platform has been downloaded over 300 million times and there have been more than 1.5 million registrations for MongoDB University courses.",https://investors.mongodb.com/ ,,MongoDB,2022-07-21 00:00:00,2022-10-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,adam@compoundwealth.co.nz,,,,,,,MongoDB,,,
ROKU.US,Roku Inc,Roku Inc,0P0001BMW4,Listed Securities,International equities,Stock,USD,,0.0,5,,"Roku, Inc. is an American publicly traded company based in San Jose, California, that manufactures a variety of digital media players for video streaming. Roku has an advertising business and also licenses its hardware and software to other companies.",https://www.roku.com/investor ,,Roku,2022-07-21 00:00:00,2022-10-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,adam@compoundwealth.co.nz,,,,,,,Roku Inc,,,
SNOW.US,Snowflake Inc,Snowflake Inc,0P0000A655,Listed Securities,International equities,Stock,USD,,0.0,5,,"Snowflake Inc. is a cloud computing–based data cloud company based in Bozeman, Montana. It was founded in July 2012 and was publicly launched in October 2014 after two years in stealth mode. The firm offers a cloud-based data storage and analytics service, generally termed ""data-as-a-service"".",https://investors.snowflake.com/overview/ ,,Snowflake,2022-07-21 00:00:00,2022-10-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,adam@compoundwealth.co.nz,,,,,,,Snowflake Inc,,,
MRVL.US,Marvell Technology Group Ltd,Marvell Techûlogy Group Ltd,0P000003H5,Listed Securities,International equities,Stock,USD,,0.0,5,,"Marvell Technology, Inc. is an American company, headquartered in Santa Clara, California, which develops and produces semiconductors and related technology. Founded in 1995, the company had more than 6,000 employees as of 2021, with over 10,000 patents worldwide, and an annual revenue of $4.5 billion for 2021.",https://investor.marvell.com/ ,,Marvell Technology Group,2022-07-21 00:00:00,2022-10-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,adam@compoundwealth.co.nz,,,,,,,Marvell Technology Group Ltd,,,
INMD.US,InMode Ltd.,InMode Ltd.,0P0001I4CI,Listed Securities,International equities,Stock,USD,,0.0,5,,"Inmode Ltd is an Israel-based company. It designs, develops, manufactures and commercializes energy-based, minimally-invasive surgical aesthetic and medical treatment solutions.",https://inmodemd.com/investors/ ,,InMode,2022-07-21 00:00:00,2022-10-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,adam@compoundwealth.co.nz,,,,,,,InMode Ltd,,,
KWLGIHF,Kernel Global Infrastructure Fund (NZD Hedged),Kernel Global Infrastructure Fund (NZD),F00001EBMA,Managed Funds,International equities,Open-End Fund,NZD,Passive - index,0.0,,,"Through this fund you can invest in global companies which derive at least 70% of their cash flows from infrastructure lines of business, which adds an element of reliability to a portfolio. Closely tied to economic growth, exposure to infrastructure can benefit investors long-term. This fund tracks the Dow Jones Brookfield Global Infrastructure Index and covers all sectors of the infrastructure market.",https://kernelwealth.co.nz/funds,Kernel Wealth,Kernel Wealth,2022-08-08 00:00:00,2022-10-01 00:00:00,BMK0197,"Dow Jones Brookfield Global Infrastructure Index (Total return, NZD hedged)",,,0.0025,,0.0025,,,jh@totarawealth.co.nz,,,Kernel Wealth Ltd,dean@kernelwealth.co.nz,www.kernelwealth.co.nz,"Managing over NZD $1 Billion, Kernel has been delivering index solutions specifically for New Zealanders since 2019.",Kernel Wealth Ltd,dean@kernelwealth.co.nz,www.kernelwealth.co.nz,"Managing over NZD $1 Billion, Kernel has been delivering index solutions specifically for New Zealanders since 2019."
WGMI.US,Valkyrie Bitcoin Miners ETF,Valkyrie Bitcoin Miners ETF,F00001CYQN,Listed Securities,International equities,Exchange-Traded Fund,USD,Active - Self described,0.0,5,,"The Fund is an actively-managed exchange-traded fund (“ETF”) that will invest at least 80% of its net assets (plus borrowings for investment purposes) in securities of companies that derive at least 50% of their revenue or profits from bitcoin mining operations and/or from providing specialized chips, hardware and software or other services to companies engaged in bitcoin mining.",https://valkyrie-funds.com/,Valkyrie,Valkyrie,2022-09-14 00:00:00,2022-10-01 00:00:00,SIM_WGMI,"Simulated: Valkyrie Bitcoin Miners ETF
",,,0.0075,,0.0075,,,adam@compoundwealth.co.nz,,Nasdaq Stock Market,Valkyrie,,,,Valkyrie,,,
FBI200,Fletcher Building Industries 2.80% 15/03/2026,Fletcher Building Industries 2.80% 15/03/2026,,Direct bonds and term deposits,New Zealand fixed interest,Bond,NZD,,0.0,5,,"Fletcher Building Industries Limited manufactures and retails building materials. The Company offers gypsum wallboard, insulation, roofing tiles, sinks, aluminium extrusions, wall frames, roof trusses, concrete, laminates, and steel building products. Fletcher Building Industries serves customers in New Zealand, Australia, and the South Pacific.",https://www.fletcherbuilding.com/investor-centre,,Fletcher Building,2022-09-23 00:00:00,2022-10-01 00:00:00,BMK0044,S&P/NZX A-Grade Corporate Bond Index,,,,,,,,jeremy.simpson@hhg.co.nz,,,,,,,Fletcher Building Industries,,,
CNU030,Chorus Limited 1.98% 02/12/2027,Chorus Limited 1.98% 02/12/2027,,Direct bonds and term deposits,New Zealand fixed interest,Bond,NZD,,0.0,5,,"Chorus Limited is a wholesale and retail telecommunications company. The Company maintains and build the Chorus local access network which is made up of local telephone exchanges, cabinets and copper and fibre cables that connects New Zealand homes and businesses throughout the country.",https://company.chorus.co.nz/investors,,Chorus,2022-09-23 00:00:00,2022-10-01 00:00:00,BMK0044,S&P/NZX A-Grade Corporate Bond Index,,,,,,,,jeremy.simpson@hhg.co.nz,,,,,,,Chorus Ltd,,,
IPL020,Investore Property Limited 2.40% 31/08/2027,Investore Property Limited 2.40% 31/08/2027,,Direct bonds and term deposits,New Zealand fixed interest,Bond,NZD,,0.0,5,,Investore Property Limited operates as a real estate investment company. The Company invests in retail property assets. Investore Property also provides leasing services. Investore Property serves clients in New Zealand.,https://www.investoreproperty.co.nz/,,Investore Property,2022-09-23 00:00:00,2022-10-01 00:00:00,BMK0044,S&P/NZX A-Grade Corporate Bond Index,,,,,,,,jeremy.simpson@hhg.co.nz,,,,,,,Investore Property Ltd,,,
IPL030,Investore Property Limited 4.00% 25/02/2027,Investore Property Limited 4.00% 25/02/2027,,Direct bonds and term deposits,New Zealand fixed interest,Bond,NZD,,0.0,5,,Investore Property Limited operates as a real estate investment company. The Company invests in retail property assets. Investore Property also provides leasing services. Investore Property serves clients in New Zealand.,https://www.investoreproperty.co.nz/,,Investore Property,2022-09-23 00:00:00,2022-10-01 00:00:00,BMK0044,S&P/NZX A-Grade Corporate Bond Index,,,,,,,,jeremy.simpson@hhg.co.nz,,,,,,,Investore Property Ltd,,,
MNW190,Manawa Energy Limited 5.36% 08/09/2027,Manawa Energy Limited 5.36% 08/09/2027,,Direct bonds and term deposits,New Zealand fixed interest,Bond,NZD,,0.0,5,,"Manawa Energy Limited, formerly Trustpower, is a New Zealand electricity generation company that offers bespoke electricity products to commercial and industrial customers across New Zealand.",https://www.manawaenergy.co.nz/investor-centre,,Manawa Energy,2022-09-23 00:00:00,2022-10-01 00:00:00,BMK0044,S&P/NZX A-Grade Corporate Bond Index,,,,,,,,jeremy.simpson@hhg.co.nz,,,,,,,Manawa Energy Ltd,,,
OCA020,Oceania Healthcare Limited 3.30% 13/09/2028,Oceania Healthcare Limited 3.30% 13/09/2028,,Direct bonds and term deposits,New Zealand fixed interest,Bond,NZD,,0.0,5,,Oceania Healthcare is a leading provider of premium healthcare services in New Zealand. ,https://www.oceaniahealthcare.co.nz/investor-centre,,Oceania Healthcare Ltd,2022-09-23 00:00:00,2022-10-01 00:00:00,BMK0044,S&P/NZX A-Grade Corporate Bond Index,,,,,,,,jeremy.simpson@hhg.co.nz,,,,,,,Oceania Healthcare Ltd,,,
SBS010,Southland Building Society 4.32% 18/03/2027,Southland Building Society 4.32% 18/03/2027,,Direct bonds and term deposits,New Zealand fixed interest,Bond,NZD,,0.0,5,,SBS Bank is a registered bank in New Zealand which was founded in 1869. In October 2008 it gained bank registration and the Southland Building Society became SBS Bank. It is a 100% New Zealand owned registered bank that has retained a mutual building society structure.,https://www.sbsbank.co.nz/,,Southland Building Society,2022-09-23 00:00:00,2022-10-01 00:00:00,BMK0044,S&P/NZX A-Grade Corporate Bond Index,,,,,,,,jeremy.simpson@hhg.co.nz,,,,,,,Southland Building Society,,,
KERNELHG,Kernel High Growth Fund,Kernel High Growth Fund,F00001E0WV,Managed Funds,International equities,Open-End Fund,NZD,Passive - index,0.0,,,"The High Growth Fund is made up of over 98% growth assets, such as shares and listed property. Globally diversified, the Fund is designed to help Kiwis build long-term wealth while lessening volatility through geographical and sector diversification. This Fund is suitable for an investor with an investment time horizon of at least 5 years.",https://kernelwealth.co.nz/funds,Kernel Wealth,Kernel Wealth,2022-08-16 00:00:00,2022-10-01 00:00:00,BMKC001,"Consilium GCOR Expectation (NZD Hedged): β=1, SMB=0.10, LHML=0.125, SHML=0.025, LRMW=0.125",,,0.0025,,0.0025,,,dean@kernelwealth.co.nz,,,Kernel Wealth Ltd,dean@kernelwealth.co.nz,www.kernelwealth.co.nz,"Managing over NZD $1 Billion, Kernel has been delivering index solutions specifically for New Zealanders since 2019.",Kernel Wealth Ltd,dean@kernelwealth.co.nz,www.kernelwealth.co.nz,"Managing over NZD $1 Billion, Kernel has been delivering index solutions specifically for New Zealanders since 2019."
STEWWLSS,Stewart Investors Worldwide Leaders Sustainability Fund (PIE),Stewart Investors Worldwide Leaders Sustainability Fund (PIE),F00001EG1R,Managed Funds,International equities,Open-End Fund,NZD,,0.0,6,,"To achieve long-term capital growth by investing directly or indirectly in a diversified portfolio of equity or equity-related securities of larger capitalisation companies which are listed, traded or dealt in on any of the regulated markets worldwide. The Fund aims to exceed the MSCI All Country World Index (NZD) over rolling five-year periods before fees and taxes.",https://iisolutions.co.nz/fund-hosting/our-funds/,Stewart Investors,IIS,2022-08-10 00:00:00,2022-10-01 00:00:00,BFS_STEWWLSS.US,Stewart Investors Worldwide Leaders Sustainability Fund (USD Acc),0.001,0.001,0.0062,,0.0062,,,peter@ethicalinvesting.nz,,,Stewart Investors,,https://www.stewartinvestors.com/,,FundRock NZ Limited,contact@iisolutions.co.nz,,
DIMGLBSS,Dimensional Global Sustainability PIE Fund,Dimensional Global Sustainability PIE Fund (Unhedged),F00001E28C,Managed Funds,International equities,Open-End Fund,NZD,Hybrid - index and tilts,1.0,5,,"The investment objective of the Fund is to provide long-term capital growth by gaining exposure to a diversified portfolio of securities associated with approved developed markets (excluding Australia), with increased emphasis on higher expected return securities. The Fund also considers non-financial factors to target sustainability goals. The Fund has a Carbon Footprint Reduction Goal and evaluates companies based on specific sustainability criteria.",https://iisolutions.co.nz/fund-hosting/our-funds/,DFA Australia,IIS,2023-01-30 00:00:00,2023-04-01 00:00:00,BFS_DFA0041.AU,Backfilled: Dimensional Global Sustainability Trust - Unhedged class Units (net of fees),0.001,0.001,0.0041,,0.0041,,,Dayle Engelbrecht,,,Dimensional Fund Advisors (Australia),,www.au.dimensional.com,"Founded in 1981, utilising research from Nobel laureates, Dimensional manages over USD 1.3 trillion globally.",FundRock NZ Limited,contact@iisolutions.co.nz,,
DIMGLBSSHDG,Dimensional Global Sustainability PIE Fund (NZD Hedged),Dimensional Global Sustainability PIE Fund (NZD),F00001E28D,Managed Funds,International equities,Open-End Fund,NZD,Hybrid - index and tilts,0.0,5,,"The investment objective of the Fund is to provide long-term capital growth by gaining exposure to a diversified portfolio of securities associated with approved developed markets (excluding Australia), with increased emphasis on higher expected return securities. The Fund also considers non-financial factors to target sustainability goals. The Fund has a Carbon Footprint Reduction Goal and evaluates companies based on specific sustainability criteria. The Fund mitigates currency risk by hedging most major foreign currency exposures to the New Zealand dollar.",https://iisolutions.co.nz/fund-hosting/our-funds/,DFA Australia,IIS,2023-01-30 00:00:00,2023-04-01 00:00:00,BFS_DFA0043,Backfill: DFA Global Sustainability (NZD Hedged),0.0012,0.0012,0.0041,,0.0041,,,Dayle Engelbrecht,,,Dimensional Fund Advisors (Australia),,www.au.dimensional.com,"Founded in 1981, utilising research from Nobel laureates, Dimensional manages over USD 1.3 trillion globally.",FundRock NZ Limited,contact@iisolutions.co.nz,,
DMXF.US,iShares ESG Advanced MSCI EAFE ETF ,iShares ESG Advanced MSCI EAFE ETF ,F0000150Z8,Listed Securities,International equities,Exchange-Traded Fund,USD,,0.0,5,,"The fund seeks to track the investment results of an index composed of large- and mid-capitalisation developed market companies excluding the U.S. and Canada that have a favorable environmental, social and governance rating while applying extensive screens for company involvement in controversial activities.",https://www.ishares.com/us/products/etf-investments,BlackRock,BlackRock,2022-11-03 00:00:00,2023-01-01 00:00:00,BMK0251,MSCI ACWI Ex USA NR USD,,,0.0012,,0.0012,,,Chelsea.Traver@evergreenadvice.co.nz,,Nasdaq Stock Market,BlackRock Inc,isharesetfs@blackrock.com,www.ishares.com,iShares funds are powered by the expert portfolio and risk management of BlackRock. BlackRock managed over USD 11 trillion in assets on behalf of investors worldwide.,BlackRock Inc,isharesetfs@blackrock.com,www.ishares.com,iShares funds are powered by the expert portfolio and risk management of BlackRock. BlackRock managed over USD 11 trillion in assets on behalf of investors worldwide.
USXF.US,iShares ESG Advanced MSCI USA ETF ,iShares ESG Advanced MSCI USA ETF ,F0000150ZA,Listed Securities,International equities,Exchange-Traded Fund,USD,,0.0,5,,"The fund seeks to track the investment results of an index composed of large- and mid-capitalisation U.S. companies that have a favorable environmental, social and governance rating while applying extensive screens for company involvement in controversial activities.",https://www.ishares.com/us/products/etf-investments,BlackRock,BlackRock,2022-11-03 00:00:00,2023-01-01 00:00:00,BMK0395,"MSCI US Equity Choice ESG Screened (Gross Return, USD Class)",,,0.001,,0.001,,,Chelsea.Traver@evergreenadvice.co.nz,,Nasdaq Stock Market,BlackRock Inc,isharesetfs@blackrock.com,www.ishares.com,iShares funds are powered by the expert portfolio and risk management of BlackRock. BlackRock managed over USD 11 trillion in assets on behalf of investors worldwide.,BlackRock Inc,isharesetfs@blackrock.com,www.ishares.com,iShares funds are powered by the expert portfolio and risk management of BlackRock. BlackRock managed over USD 11 trillion in assets on behalf of investors worldwide.
PABU.US,iShares Paris-Aligned Climate MSCI USA ETF ,iShares Paris-Aligned Climate MSCI USA ETF ,F00001CROG,Listed Securities,International equities,Exchange-Traded Fund,USD,,0.0,5,,"The fund seeks to track the investment results of an index composed of U.S. large-and mid-capitalisation stocks that is designed to be compatible with the objectives of the Paris Agreement by, in aggregate, following a decarbonisation trajectory, reducing exposure to climate-related transition and physical risks and increasing exposure to companies favorably positioned for the transition to a low-carbon economy.",https://www.ishares.com/us/products/325725/ishares-paris-aligned-climate-msci-usa-etf,BlackRock,BlackRock,2022-11-03 00:00:00,2023-01-01 00:00:00,BMK0252,"Russell 1000 Growth Index (Total return, USD)",,,0.001,,0.001,,,Chelsea.Traver@evergreenadvice.co.nz,,Nasdaq Stock Market,BlackRock Inc,isharesetfs@blackrock.com,www.ishares.com,iShares funds are powered by the expert portfolio and risk management of BlackRock. BlackRock managed over USD 11 trillion in assets on behalf of investors worldwide.,BlackRock Inc,isharesetfs@blackrock.com,www.ishares.com,iShares funds are powered by the expert portfolio and risk management of BlackRock. BlackRock managed over USD 11 trillion in assets on behalf of investors worldwide.
CO2,Carbon Fund,Carbon Fund,,Listed Securities,Commodities,Exchange-Traded Fund,NZD,Active,0.0,5,,The Carbon Fund is New Zealand’s first NZX-listed investment fund designed to trade in carbon credits. The Fund’s investment objective is to provide investors with a total return exposure to movements in the price of carbon credits. The Fund has the ability to buy carbon credits in Emissions Trading Schemes in New Zealand and offshore. ,https://www.carbonfund.co.nz/,Salt Investment Funds,Salt Investment Funds,2022-11-14 00:00:00,2023-01-01 00:00:00,NZU,New Zeland Emission Unit,,,0.0096,,0.0096,,,vivecca.robinson@consilium.co.nz,,New Zealand's Exchange,Salt Investment Funds Ltd,info@saltfunds.co.nz,,,Salt Investment Funds Ltd,info@saltfunds.co.nz,,
AEHR.US,Aehr Test Systems,Aehr Test Systems,0P0000006T,Listed Securities,International equities,Stock,USD,,0.0,5,,"Headquartered in Fremont, California, Aehr Test Systems is a worldwide provider of test systems for burning-in and testing logic, optical and memory integrated circuits and has over 2,500 systems installed worldwide.",https://www.aehr.com/investor-relations/,,Aehr Test Systems,2022-11-16 00:00:00,2023-01-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,adam@compoundwealth.co.nz,,,,,,,Aehr Test Systems,,,
CRWD.US,Crowdstrike Holdings Inc,Crowdstrike Holdings Inc,0P0001HOOZ,Listed Securities,International equities,Stock,USD,,0.0,5,,"CrowdStrike Holdings, Inc. is an American cybersecurity technology company based in Austin, Texas. It provides cloud workload and endpoint security, threat intelligence, and cyberattack response services.",https://ir.crowdstrike.com/,,Crowdstrike,2022-11-16 00:00:00,2023-01-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,adam@compoundwealth.co.nz,,,,,,,Crowdstrike Holdings Inc,,,
ENPH.US,Enphase Energy Inc,Enphase Energy Inc,0P0000VR78,Listed Securities,International equities,Stock,USD,,0.0,5,,"Enphase Energy is an American energy technology company headquartered in Fremont, California that develops and manufactures solar micro-inverters, battery energy storage, and EV charging stations primarily for residential customers. Enphase was established in 2006 and is the first company to successfully commercialize the solar micro-inverter.",https://investor.enphase.com/,,Enphase Energy,2022-11-16 00:00:00,2023-01-01 00:00:00,,,,,,,,,,adam@compoundwealth.co.nz,,,,,,,Enphase Energy Inc,,,
SQM.US,Sociedad Quimica Y Minera de Chile S.A. ADR,Sociedad Quimica Y Minera de Chile S.A. ADR,0P00008936,Listed Securities,International equities,Stock,USD,,0.0,5,,"SQM is a global company that develops and produces various products for various industries essential to human progress such as health, nutrition, renewable energy and technology through innovation and technological advancement. We aim to maintain our global leadership position in the lithium, potassium nitrate, iodine and solar thermal salts markets by manufacturing high-quality products to meet the dynamic and changing requirements of our customers.",https://ir.sqm.com/English/home/default.aspx,,Sociedad Quimica Y Minera de Chile S.A. ADR,2022-11-16 00:00:00,2023-01-01 00:00:00,,,,,,,,,,adam@compoundwealth.co.nz,,,,,,,Sociedad Quimica Y Minera de Chile S.A. ADR,,,
TAN.US,Invesco Solar Portfolio,Invesco Solar Portfolio,FOUSA06SP1,Listed Securities,International equities,Exchange-Traded Fund,USD,,0.0,5,,"The Invesco Solar ETF is based on the MAC Global Solar Energy Index. The Fund will invest at least 90% of its total assets in the securities, American depositary receipts (ADRs) and global depositary receipts (GDRs) that comprise the Index. The Index is comprised of companies in the solar energy industry.",https://www.invesco.com/us/financial-products/etfs/,Invesco,Invesco,2022-11-16 00:00:00,2023-01-01 00:00:00,,,,,0.0071,,0.0071,0,,adam@compoundwealth.co.nz,,New York Stock Exchange,Invesco Ltd,,,,Invesco Ltd,,,
URA.US,Global X Uranium ETF,Global X Uranium ETF,F00000HH7X,Listed Securities,International equities,Exchange-Traded Fund,USD,Passive - index,0.0,5,,"The Global X Uranium ETF seeks to provide investment results that correspond generally  to  the  price  and  yield  performance,  before  fees  and  expenses,  of  the  Solactive  Global  Uranium  &  Nuclear  Components  Total  Return  Index.  The  Fund is passively managed, which means the investment adviser does not attempt to take defensive positions in declining markets. The Fund generally seeks to fully replicate the Underlying Index.",https://www.globalxetfs.com/explore/,Global X,Global X,2022-11-28 00:00:00,2023-01-01 00:00:00,,,,,0.0069,,0.0069,,,jeremy.simpson@hhg.co.nz,,New York Stock Exchange,Global X ETFS,info@globalxetfs.com,,,Global X ETFS,info@globalxetfs.com,,
COOLSTIPF,Coolabah Short Term Income PIE Fund,Coolabah Short Term Income PIE Fund,F00001E2SQ,Managed Funds,International fixed interest,Open-End Fund,NZD,Active,0.0,5,"22.5% of the fund's gross excess performance over the Benchmark, subject to a high water mark","The Coolabah Short Term Income PIE Fund is a zero duration, short-term fixed-interest investment solution that targets returns that outperform the RBNZ cash rate by 1.5% – 3.0% per annum after all fees and before tax, over rolling 12 month periods. This strategy gains exposure to an actively managed portfolio of Australian cash securities and investment-grade floating-rate notes with a target dollar-weighted average credit rating in the “A” band hedged to NZ dollars. It does not invest in fixed-rate bonds (unless interest rate risk is swapped out) or equities.",https://coolabahcapital.com/new-zealand-pie-funds/,Coolabah,Coolabah,2022-12-02 00:00:00,2023-01-01 00:00:00,BMK0253,Simulated series: Coolabah Short Term Income PIE,0,0.00025,0.0069,,0.0069,0,,nicole.prothero@become.nz,,,Coolabah Investment Funds,info@coolabahcapital.com ,https://coolabahcapital.com/,,Coolabah Investment Funds,info@coolabahcapital.com ,https://coolabahcapital.com/,
COOLLSCPF,Coolabah Long-Short Credit PIE Fund,Coolabah Long-Short Credit PIE Fund,F00001E2SR,Managed Funds,International fixed interest,Open-End Fund,NZD,Active,0.0,5,20.5% of the funds gross performance above the hurdle rate. Hurdle rate is Bloomgerg Ausbond Composite 0+Yr index hedged to NZD +1%. Subject to a High Water Mark.,"The Coolabah Long-Short Credit PIE Fund provides investors with exposure to an absolute return fixed-income strategy focused on exploiting long and short mispricings in credit markets. The strategy targets returns above the RBNZ cash rate plus 4% to 6% pa after all fees and before tax over rolling 3 year periods . It targets volatility of less than 5% pa. This strategy offers investor exposure primarily to senior and subordinated bonds, hybrids and derivatives, hedged to NZ dollars. The Coolabah Long-Short Credit PIE Fund targets holding the majority of its portfolio in investment-grade quality debt securities.",https://coolabahcapital.com/new-zealand-pie-funds/,Coolabah,Coolabah,2022-12-02 00:00:00,2023-01-01 00:00:00,BMK0254,Simulated series: Coolabah Long-Short Credit PIE,0,0.0005,0.01,,0.01,,,nicole.prothero@become.nz,,,Coolabah Investment Funds,info@coolabahcapital.com ,https://coolabahcapital.com/,,Coolabah Investment Funds,info@coolabahcapital.com ,https://coolabahcapital.com/,
APLGFLPIE,Antipodes Global Fund - Long - PIE,Antipodes Global Fund - Long - PIE,F00000WXG1,Managed Funds,International equities,Open-End Fund,NZD,Active,0.0,5,15% of the Fund's performance above the Benchmark Index,The Fund invests in the Antipodes Global Fund – Long – UCITS (Underlying Fund) and cash or cash equivalent securities. The Underlying Fund’s investment exposure is predominantly to a broad range of international shares listed on stock exchanges in developed and emerging markets. The Underlying Fund may use exchange traded derivatives for risk management purposes and to achieve equity exposure.,https://iisolutions.co.nz/fund-hosting/our-funds/,Antipodes,IIS,2023-01-06 00:00:00,2023-04-01 00:00:00,BMK0106,"Morningstar DM ex-Australia Large-Mid Index (Net return, NZD)",0.00075,0.00075,0.012,,0.0125,0.0005,,nicole.prothero@become.nz,,,Antipodes Partners Limited,,,,FundRock NZ Limited,contact@iisolutions.co.nz,,
CVS.US,CVS Health Corp,CVS Health Corporation ,0P000000ZP,Listed Securities,International equities,Stock,USD,,1.0,5,,"CVS Health Corporation is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; and Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",https://www.cvshealth.com/,,CVS Health Corporation ,2023-02-10 00:00:00,2023-04-01 00:00:00,BMK0105,S&P 500 Index,,,,,,,,Jeremy Simpson,,,,,,,CVS Health Corporation ,,,
NIKKOGSHF,Nikko AM Global Shares Hedged Fund,Nikko AM Global Shares Hedged Fund (NZD hedged),F000013WQI,Managed Funds,International equities,Open-End Fund,NZD,Active - Self described,0.0,1,,The Fund provides investors with a relatively concentrated actively managed portfolio of global equities to achieve long term capital growth hedged to the NZD.,Retail Scheme (nikkoam.co.nz),Nikko Asset Management,Nikko Asset Management,2020-12-01 00:00:00,2021-01-01 00:00:00,BMK0106,"Morningstar DM ex-Australia Large-Mid Index (Net return, NZD)",0.0007,0.0007,0.012,,0.012,0,,,,,Nikko Asset Management NZ Ltd,NZenquiries@nikkoam.com,www.nikkoam.co.nz,,Nikko Asset Management NZ Ltd,NZenquiries@nikkoam.com,www.nikkoam.co.nz,
NIKKONZC,Nikko AM NZ Cash Fund,Nikko AM NZ Cash Fund,F00000TPPK,Managed Funds,Cash and cash equivalents,Open-End Fund,NZD,Active - Self described,0.0,3,,Aims to generate income by constructing an actively managed investment portfolio of short-term deposits and bonds whilst preserving capital value.,Retail Scheme (nikkoam.co.nz),Nikko Asset Management,Nikko Asset Management,2020-12-01 00:00:00,2021-01-01 00:00:00,,,0,0,0.003,,0.003,,,,,,Nikko Asset Management NZ Ltd,NZenquiries@nikkoam.com,www.nikkoam.co.nz,,Nikko Asset Management NZ Ltd,NZenquiries@nikkoam.com,www.nikkoam.co.nz,
